Order_ID,Order_Date,Order_YearMonth,Retailer_ID,Product_SKU, Product_Price , Product_Cost , Order_Quantity , Sales_Amount , Cost_of_Goods_Sold ,Product_Discount,Profit,Profit_Margin
4618,02/28/20,202002,2,MH11-L-Red, £30.00 , £12.84 ,38," £1,140.00 ", £487.92 ,33.33%, £652.08 ,57%
4619,02/28/20,202002,430,MS05-S-Black, £12.00 , £5.52 ,35, £420.00 , £193.20 ,20.00%, £226.80 ,54%
4620,02/28/20,202002,176,MP01-33-Purple, £45.00 , £16.65 ,46," £2,070.00 ", £765.90 ,15.09%," £1,304.10 ",63%
4621,02/28/20,202002,90,MH01-XS-Gray, £27.00 , £14.31 ,50," £1,350.00 ", £715.50 ,35.71%, £634.50 ,47%
4622,02/28/20,202002,233,MS03-XL-Gray, £17.00 , £7.65 ,19, £323.00 , £145.35 ,29.17%, £177.65 ,55%
4623,02/29/20,202002,709,MH07-L-Black, £34.00 , £22.10 ,1, £34.00 , £22.10 ,24.44%, £11.90 ,35%
4624,02/29/20,202002,245,MS08-M-Blue, £10.00 , £6.28 ,44, £440.00 , £276.32 ,60.00%, £163.68 ,37%
4625,02/29/20,202002,599,MS08-L-Blue, £11.00 , £5.57 ,8, £88.00 , £44.56 ,31.25%, £43.44 ,49%
4626,02/29/20,202002,82,WH03-S-Red, £21.00 , £12.98 ,40, £840.00 , £519.20 ,34.38%, £320.80 ,38%
4627,03/01/20,202003,28,WB04-XL-Purple, £24.00 , £9.79 ,19, £456.00 , £186.01 ,20.00%, £269.99 ,59%
4628,03/01/20,202003,148,MH11-M-White, £26.00 , £11.20 ,2, £52.00 , £22.40 ,42.22%, £29.60 ,57%
4629,03/01/20,202003,464,WH09-L-Green, £31.00 , £20.01 ,43," £1,333.00 ", £860.43 ,24.39%, £472.57 ,35%
4630,03/01/20,202003,220,MP03-33-Green, £35.00 , £20.65 ,35," £1,225.00 ", £722.75 ,32.69%, £502.25 ,41%
4631,03/01/20,202003,306,WH03-S-Red, £32.00 , £12.98 ,15, £480.00 , £194.70 ,0.00%, £285.30 ,59%
4632,03/01/20,202003,227,MS10-L-Blue, £16.00 , £6.84 ,29, £464.00 , £198.36 ,33.33%, £265.64 ,57%
4633,03/01/20,202003,786,MJ08-M-Green, £50.00 , £29.49 ,50," £2,500.00 "," £1,474.50 ",15.25%," £1,025.50 ",41%
4634,03/01/20,202003,777,MH01-S-Orange, £25.00 , £16.87 ,4, £100.00 , £67.48 ,35.90%, £32.52 ,33%
4635,03/01/20,202003,529,MP01-34-Purple, £49.00 , £26.62 ,31," £1,519.00 ", £825.22 ,9.26%, £693.78 ,46%
4636,03/02/20,202003,129,MT01-S-Red, £16.00 , £7.05 ,23, £368.00 , £162.15 ,33.33%, £205.85 ,56%
4637,03/02/20,202003,474,MJ02-L-Green, £63.00 , £23.64 ,50," £3,150.00 "," £1,182.00 ",3.08%," £1,968.00 ",62%
4638,03/02/20,202003,33,MP07-32-Blue, £33.00 , £9.90 ,42," £1,386.00 ", £415.80 ,35.29%, £970.20 ,70%
4639,03/02/20,202003,465,MP07-34-Purple, £49.00 , £18.58 ,41," £2,009.00 ", £761.78 ,7.55%," £1,247.22 ",62%
4640,03/02/20,202003,569,MJ01-L-Orange, £53.00 , £28.62 ,49," £2,597.00 "," £1,402.38 ",10.17%," £1,194.62 ",46%
4641,03/02/20,202003,189,MJ06-M-Blue, £55.00 , £19.80 ,34," £1,870.00 ", £673.20 ,15.38%," £1,196.80 ",64%
4642,03/02/20,202003,27,MP08-33-Red, £55.00 , £21.40 ,15, £825.00 , £321.00 ,0.00%, £504.00 ,61%
4643,03/04/20,202003,167,MJ04-M-Black, £56.00 , £24.37 ,36," £2,016.00 ", £877.32 ,11.11%," £1,138.68 ",56%
4644,03/04/20,202003,655,MT12-XS-Blue, £17.00 , £9.71 ,38, £646.00 , £368.98 ,29.17%, £277.02 ,43%
4645,03/04/20,202003,674,MS02-XS-Black, £21.00 , £6.81 ,44, £924.00 , £299.64 ,4.55%, £624.36 ,68%
4646,03/04/20,202003,704,MH08-M-Red, £35.00 , £17.94 ,33," £1,155.00 ", £592.02 ,16.67%, £562.98 ,49%
4647,03/04/20,202003,257,MH08-XL-Brown, £23.00 , £13.24 ,8, £184.00 , £105.92 ,41.03%, £78.08 ,42%
4648,03/04/20,202003,394,MT02-XS-Gray, £25.00 , £11.84 ,12, £300.00 , £142.08 ,0.00%, £157.92 ,53%
4649,03/05/20,202003,439,MS11-XL-Green, £5.00 , £3.64 ,16, £80.00 , £58.24 ,70.59%, £21.76 ,27%
4650,03/05/20,202003,67,MT01-L-Orange, £16.00 , £11.05 ,26, £416.00 , £287.30 ,36.00%, £128.70 ,31%
4651,03/05/20,202003,239,MT09-XL-Blue, £25.00 , £11.05 ,17, £425.00 , £187.85 ,0.00%, £237.15 ,56%
4652,03/05/20,202003,558,MT10-S-Yellow, £17.00 , £5.27 ,27, £459.00 , £142.29 ,32.00%, £316.71 ,69%
4653,03/05/20,202003,778,WH05-M-Orange, £38.00 , £14.19 ,4, £152.00 , £56.76 ,13.64%, £95.24 ,63%
4654,03/05/20,202003,221,MT02-XL-White, £25.00 , £16.75 ,12, £300.00 , £201.00 ,0.00%, £99.00 ,33%
4655,03/05/20,202003,262,WH01-S-Orange, £28.00 , £8.96 ,40," £1,120.00 ", £358.40 ,6.67%, £761.60 ,68%
4656,03/05/20,202003,747,MH02-S-Blue, £33.00 , £19.89 ,41," £1,353.00 ", £815.49 ,26.67%, £537.51 ,40%
4657,03/06/20,202003,400,MJ12-S-Blue, £52.00 , £27.92 ,33," £1,716.00 ", £921.36 ,18.75%, £794.64 ,46%
4658,03/06/20,202003,700,MH06-M-Black, £27.00 , £16.24 ,38," £1,026.00 ", £617.12 ,38.64%, £408.88 ,40%
4659,03/07/20,202003,363,MP06-32-Pink, £48.00 , £18.24 ,23," £1,104.00 ", £419.52 ,11.11%, £684.48 ,62%
4660,03/07/20,202003,451,MP12-32-Pink, £42.00 , £13.02 ,45," £1,890.00 ", £585.90 ,22.22%," £1,304.10 ",69%
4661,03/07/20,202003,271,MSH04-33-Yellow, £34.00 , £13.35 ,29, £986.00 , £387.15 ,22.73%, £598.85 ,61%
4662,03/07/20,202003,494,WB04-XL-Purple, £25.00 , £9.79 ,47," £1,175.00 ", £460.13 ,16.67%, £714.87 ,61%
4663,03/07/20,202003,455,WB05-S-Purple, £16.00 , £10.80 ,31, £496.00 , £334.80 ,44.83%, £161.20 ,33%
4664,03/07/20,202003,255,MJ01-XL-Red, £61.00 , £15.77 ,31," £1,891.00 ", £488.87 ,3.17%," £1,402.13 ",74%
4665,03/07/20,202003,124,MJ02-M-Orange, £59.00 , £21.12 ,23," £1,357.00 ", £485.76 ,3.28%, £871.24 ,64%
4666,03/07/20,202003,381,WB05-S-Orange, £30.00 , £10.90 ,2, £60.00 , £21.80 ,0.00%, £38.20 ,64%
4667,03/07/20,202003,701,WB04-XL-Yellow, £24.00 , £9.66 ,17, £408.00 , £164.22 ,11.11%, £243.78 ,60%
4668,03/07/20,202003,610,MH01-S-Black, £41.00 , £20.66 ,27," £1,107.00 ", £557.82 ,6.82%, £549.18 ,50%
4669,03/07/20,202003,356,MP09-33-Blue, £52.00 , £24.39 ,30," £1,560.00 ", £731.70 ,0.00%, £828.30 ,53%
4670,03/08/20,202003,324,MH05-XL-White, £25.00 , £9.40 ,6, £150.00 , £56.40 ,26.47%, £93.60 ,62%
4671,03/08/20,202003,282,MT01-XS-Red, £21.00 , £8.34 ,29, £609.00 , £241.86 ,4.55%, £367.14 ,60%
4672,03/08/20,202003,94,MT01-L-Orange, £23.00 , £11.05 ,16, £368.00 , £176.80 ,8.00%, £191.20 ,52%
4673,03/09/20,202003,400,MT02-L-Gray, £21.00 , £12.40 ,5, £105.00 , £62.00 ,16.00%, £43.00 ,41%
4674,03/09/20,202003,65,WB01-XS-Black, £22.00 , £7.04 ,15, £330.00 , £105.60 ,0.00%, £224.40 ,68%
4675,03/09/20,202003,51,WB03-XS-Red, £22.00 , £9.52 ,42, £924.00 , £399.84 ,15.38%, £524.16 ,57%
4676,03/09/20,202003,56,MS10-XL-Blue, £11.00 , £6.44 ,47, £517.00 , £302.68 ,56.00%, £214.32 ,41%
4677,03/09/20,202003,44,MH03-M-Blue, £27.00 , £17.20 ,26, £702.00 , £447.20 ,40.00%, £254.80 ,36%
4678,03/09/20,202003,680,MS09-S-Pink, £8.00 , £5.99 ,23, £184.00 , £137.77 ,65.22%, £46.23 ,25%
4679,03/09/20,202003,318,WH05-S-Orange, £40.00 , £24.40 ,12, £480.00 , £292.80 ,0.00%, £187.20 ,39%
4680,03/10/20,202003,66,MT07-L-Gray, £16.00 , £9.69 ,20, £320.00 , £193.80 ,23.81%, £126.20 ,39%
4681,03/10/20,202003,494,MT09-XS-Blue, £17.00 , £9.26 ,42, £714.00 , £388.92 ,26.09%, £325.08 ,46%
4682,03/10/20,202003,79,MSH08-34-Green, £33.00 , £17.47 ,20, £660.00 , £349.40 ,10.81%, £310.60 ,47%
4683,03/10/20,202003,342,MP12-33-Black, £51.00 , £19.54 ,10, £510.00 , £195.40 ,0.00%, £314.60 ,62%
4684,03/10/20,202003,756,MH13-XS-Lavender, £36.00 , £15.10 ,6, £216.00 , £90.60 ,16.28%, £125.40 ,58%
4685,03/11/20,202003,326,MH04-XS-Green, £43.00 , £15.71 ,32," £1,376.00 ", £502.72 ,4.44%, £873.28 ,63%
4686,03/12/20,202003,98,MP01-32-Black, £35.00 , £13.86 ,36," £1,260.00 ", £498.96 ,35.19%, £761.04 ,60%
4687,03/12/20,202003,733,MT03-S-Red, £25.00 , £8.32 ,50," £1,250.00 ", £416.00 ,0.00%, £834.00 ,67%
4688,03/12/20,202003,573,MS03-S-Pink, £23.00 , £7.13 ,36, £828.00 , £256.68 ,4.17%, £571.32 ,69%
4689,03/12/20,202003,17,WH02-S-Blue, £37.00 , £16.81 ,47," £1,739.00 ", £790.07 ,15.91%, £948.93 ,55%
4690,03/12/20,202003,344,MS05-XL-Blue, £14.00 , £4.97 ,50, £700.00 , £248.50 ,41.67%, £451.50 ,65%
4691,03/12/20,202003,14,WB04-XL-Blue, £17.00 , £4.60 ,3, £51.00 , £13.80 ,41.38%, £37.20 ,73%
4692,03/12/20,202003,682,MS10-S-Blue, £16.00 , £9.99 ,37, £592.00 , £369.63 ,33.33%, £222.37 ,38%
4693,03/12/20,202003,652,MJ03-XS-Red, £53.00 , £34.98 ,48," £2,544.00 "," £1,679.04 ",14.52%, £864.96 ,34%
4694,03/12/20,202003,730,MT04-M-Blue, £16.00 , £9.03 ,44, £704.00 , £397.32 ,36.00%, £306.68 ,44%
4695,03/12/20,202003,76,WB01-S-Gray, £24.00 , £7.89 ,20, £480.00 , £157.80 ,0.00%, £322.20 ,67%
4696,03/12/20,202003,238,MH08-XS-Purple, £32.00 , £16.00 ,6, £192.00 , £96.00 ,23.81%, £96.00 ,50%
4697,03/12/20,202003,352,MJ02-XS-Red, £42.00 , £11.34 ,18, £756.00 , £204.12 ,35.38%, £551.88 ,73%
4698,03/13/20,202003,698,MJ07-XL-Yellow, £56.00 , £30.50 ,14, £784.00 , £427.00 ,9.68%, £357.00 ,46%
4699,03/13/20,202003,197,MH02-XL-Red, £24.00 , £17.63 ,24, £576.00 , £423.12 ,46.67%, £152.88 ,27%
4700,03/13/20,202003,96,MH04-XL-Green, £36.00 , £20.98 ,50," £1,800.00 "," £1,049.00 ",18.18%, £751.00 ,42%
4701,03/13/20,202003,202,MSH07-32-Purple, £28.00 , £9.08 ,31, £868.00 , £281.48 ,33.33%, £586.52 ,68%
4702,03/13/20,202003,225,MS01-S-Yellow, £10.00 , £9.05 ,4, £40.00 , £36.20 ,58.33%, £3.80 ,9%
4703,03/14/20,202003,301,MH01-S-Black, £41.00 , £20.66 ,35," £1,435.00 ", £723.10 ,6.82%, £711.90 ,50%
4704,03/14/20,202003,532,MSH08-33-Blue, £26.00 , £16.29 ,32, £832.00 , £521.28 ,39.53%, £310.72 ,37%
4705,03/14/20,202003,771,MP07-34-Black, £45.00 , £21.35 ,42," £1,890.00 ", £896.70 ,8.16%, £993.30 ,53%
4706,03/14/20,202003,417,MJ11-XS-Red, £47.00 , £19.62 ,2, £94.00 , £39.24 ,26.56%, £54.76 ,58%
4707,03/14/20,202003,760,WH06-M-Purple, £23.00 , £19.66 ,12, £276.00 , £235.92 ,47.73%, £40.08 ,15%
4708,03/14/20,202003,483,MJ12-XL-Black, £48.00 , £14.40 ,18, £864.00 , £259.20 ,26.15%, £604.80 ,70%
4709,03/14/20,202003,281,WB05-M-Purple, £10.00 , £8.00 ,8, £80.00 , £64.00 ,64.29%, £16.00 ,20%
4710,03/15/20,202003,542,MT07-XS-Gray, £21.00 , £8.49 ,50," £1,050.00 ", £424.50 ,16.00%, £625.50 ,60%
4711,03/15/20,202003,49,MS06-S-Yellow, £19.00 , £6.84 ,14, £266.00 , £95.76 ,20.83%, £170.24 ,64%
4712,03/15/20,202003,440,MSH08-36-Black, £44.00 , £19.09 ,21, £924.00 , £400.89 ,0.00%, £523.11 ,57%
4713,03/15/20,202003,317,MS03-XS-Orange, £12.00 , £4.98 ,14, £168.00 , £69.72 ,52.00%, £98.28 ,59%
4714,03/15/20,202003,365,MJ04-XL-Purple, £65.00 , £26.18 ,6, £390.00 , £157.08 ,0.00%, £232.92 ,60%
4715,03/15/20,202003,68,WB01-L-Black, £17.00 , £7.82 ,47, £799.00 , £367.54 ,41.38%, £431.46 ,54%
4716,03/15/20,202003,527,MS05-M-Black, £20.00 , £5.74 ,42, £840.00 , £241.08 ,20.00%, £598.92 ,71%
4717,03/15/20,202003,5,MP05-36-Blue, £39.00 , £15.95 ,18, £702.00 , £287.10 ,20.41%, £414.90 ,59%
4718,03/15/20,202003,495,MP10-32-Blue, £41.00 , £18.89 ,15, £615.00 , £283.35 ,0.00%, £331.65 ,54%
4719,03/16/20,202003,660,WB05-S-Purple, £13.00 , £10.80 ,35, £455.00 , £378.00 ,55.17%, £77.00 ,17%
4720,03/16/20,202003,785,MH05-S-Green, £20.00 , £12.10 ,43, £860.00 , £520.30 ,51.22%, £339.70 ,40%
4721,03/16/20,202003,421,MSH08-36-Black, £37.00 , £19.09 ,31," £1,147.00 ", £591.79 ,15.91%, £555.21 ,48%
4722,03/17/20,202003,197,WH04-S-Purple, £37.00 , £16.47 ,44," £1,628.00 ", £724.68 ,17.78%, £903.32 ,55%
4723,03/17/20,202003,58,MH07-S-Gray, £42.00 , £18.48 ,50," £2,100.00 ", £924.00 ,6.67%," £1,176.00 ",56%
4724,03/17/20,202003,643,MH05-M-White, £21.00 , £12.72 ,1, £21.00 , £12.72 ,50.00%, £8.28 ,39%
4725,03/17/20,202003,323,MH04-XL-Green, £38.00 , £20.98 ,32," £1,216.00 ", £671.36 ,13.64%, £544.64 ,45%
4726,03/17/20,202003,297,MH02-M-Black, £24.00 , £15.50 ,19, £456.00 , £294.50 ,46.67%, £161.50 ,35%
4727,03/18/20,202003,402,MP10-34-Blue, £54.00 , £22.63 ,46," £2,484.00 "," £1,040.98 ",0.00%," £1,443.02 ",58%
4728,03/18/20,202003,403,MH06-M-Purple, £34.00 , £11.90 ,46," £1,564.00 ", £547.40 ,12.82%," £1,016.60 ",65%
4729,03/18/20,202003,546,MH07-L-Gray, £44.00 , £13.21 ,7, £308.00 , £92.47 ,0.00%, £215.53 ,70%
4730,03/18/20,202003,425,MSH06-33-Blue, £29.00 , £14.31 ,29, £841.00 , £414.99 ,35.56%, £426.01 ,51%
4731,03/19/20,202003,65,MH03-S-Green, £28.00 , £17.07 ,12, £336.00 , £204.84 ,37.78%, £131.16 ,39%
4732,03/19/20,202003,60,WB02-S-Yellow, £15.00 , £11.16 ,37, £555.00 , £412.92 ,46.43%, £142.08 ,26%
4733,03/19/20,202003,411,MJ06-XS-Blue, £60.00 , £32.20 ,7, £420.00 , £225.40 ,7.69%, £194.60 ,46%
4734,03/19/20,202003,450,MT02-S-Pink, £21.00 , £5.46 ,33, £693.00 , £180.18 ,16.00%, £512.82 ,74%
4735,03/20/20,202003,152,MH08-S-Brown, £30.00 , £13.22 ,6, £180.00 , £79.32 ,33.33%, £100.68 ,56%
4736,03/20/20,202003,257,MSH08-32-Pink, £43.00 , £22.54 ,31," £1,333.00 ", £698.74 ,4.44%, £634.26 ,48%
4737,03/20/20,202003,45,MH01-XL-Orange, £29.00 , £13.89 ,37," £1,073.00 ", £513.93 ,27.50%, £559.07 ,52%
4738,03/20/20,202003,244,MJ03-XL-Green, £46.00 , £27.41 ,22," £1,012.00 ", £603.02 ,24.59%, £408.98 ,40%
4739,03/21/20,202003,251,MJ02-L-Orange, £46.00 , £21.36 ,5, £230.00 , £106.80 ,28.13%, £123.20 ,54%
4740,03/21/20,202003,127,MP06-36-Green, £43.00 , £13.33 ,13, £559.00 , £173.29 ,18.87%, £385.71 ,69%
4741,03/21/20,202003,285,MSH03-32-Black, £33.00 , £10.56 ,21, £693.00 , £221.76 ,26.67%, £471.24 ,68%
4742,03/21/20,202003,387,WH01-L-Green, £21.00 , £15.80 ,21, £441.00 , £331.80 ,53.33%, £109.20 ,25%
4743,03/21/20,202003,502,MH04-XS-Green, £42.00 , £15.71 ,45," £1,890.00 ", £706.95 ,6.67%," £1,183.05 ",63%
4744,03/22/20,202003,173,WH09-L-Purple, £33.00 , £18.75 ,26, £858.00 , £487.50 ,19.51%, £370.50 ,43%
4745,03/22/20,202003,548,MS08-L-Blue, £10.00 , £5.57 ,2, £20.00 , £11.14 ,37.50%, £8.86 ,44%
4746,03/22/20,202003,258,WB02-S-Orange, £30.00 , £9.79 ,22, £660.00 , £215.38 ,0.00%, £444.62 ,67%
4747,03/23/20,202003,37,MJ07-M-Red, £64.00 , £33.28 ,20," £1,280.00 ", £665.60 ,0.00%, £614.40 ,48%
4748,03/23/20,202003,579,MSH10-32-Pink, £38.00 , £18.69 ,44," £1,672.00 ", £822.36 ,15.56%, £849.64 ,51%
4749,03/23/20,202003,630,MSH09-33-Black, £43.00 , £19.30 ,3, £129.00 , £57.90 ,0.00%, £71.10 ,55%
4750,03/23/20,202003,419,MH07-XL-Black, £36.00 , £12.60 ,12, £432.00 , £151.20 ,10.00%, £280.80 ,65%
4751,03/23/20,202003,620,MS11-XS-Blue, £21.00 , £8.82 ,35, £735.00 , £308.70 ,0.00%, £426.30 ,58%
4752,03/23/20,202003,453,MT02-XS-White, £25.00 , £9.34 ,21, £525.00 , £196.14 ,0.00%, £328.86 ,63%
4753,03/23/20,202003,627,MJ01-S-Yellow, £44.00 , £26.90 ,44," £1,936.00 "," £1,183.60 ",30.16%, £752.40 ,39%
4754,03/23/20,202003,468,MP11-33-Brown, £52.00 , £20.46 ,18, £936.00 , £368.28 ,5.45%, £567.72 ,61%
4755,03/23/20,202003,341,WH09-L-Green, £41.00 , £20.01 ,10, £410.00 , £200.10 ,0.00%, £209.90 ,51%
4756,03/24/20,202003,651,MSH01-32-Blue, £45.00 , £15.23 ,41," £1,845.00 ", £624.43 ,0.00%," £1,220.57 ",66%
4757,03/24/20,202003,258,MS11-M-Yellow, £18.00 , £6.63 ,24, £432.00 , £159.12 ,5.26%, £272.88 ,63%
4758,03/25/20,202003,573,WH06-S-Pink, £29.00 , £14.16 ,45," £1,305.00 ", £637.20 ,30.95%, £667.80 ,51%
4759,03/25/20,202003,652,WH06-XS-Purple, £23.00 , £11.34 ,47," £1,081.00 ", £532.98 ,46.51%, £548.02 ,51%
4760,03/25/20,202003,665,MJ12-S-Orange, £41.00 , £21.29 ,1, £41.00 , £21.29 ,34.92%, £19.71 ,48%
4761,03/26/20,202003,433,MH09-L-Red, £24.00 , £9.29 ,6, £144.00 , £55.74 ,44.19%, £88.26 ,61%
4762,03/26/20,202003,56,MP10-32-Black, £36.00 , £19.31 ,42," £1,512.00 ", £811.02 ,30.77%, £700.98 ,46%
4763,03/27/20,202003,71,MP06-33-Green, £50.00 , £16.95 ,7, £350.00 , £118.65 ,0.00%, £231.35 ,66%
4764,03/27/20,202003,656,MJ01-XS-Red, £44.00 , £18.50 ,42," £1,848.00 ", £777.00 ,31.25%," £1,071.00 ",58%
4765,03/27/20,202003,574,MH11-XL-White, £20.00 , £12.80 ,41, £820.00 , £524.80 ,55.56%, £295.20 ,36%
4766,03/28/20,202003,729,MS02-XL-Blue, £19.00 , £4.80 ,12, £228.00 , £57.60 ,17.39%, £170.40 ,75%
4767,03/28/20,202003,300,MSH11-34-Blue, £34.00 , £14.54 ,9, £306.00 , £130.86 ,22.73%, £175.14 ,57%
4768,03/29/20,202003,259,MP05-34-Green, £44.00 , £12.81 ,42," £1,848.00 ", £538.02 ,15.38%," £1,309.98 ",71%
4769,03/29/20,202003,775,WH09-L-Red, £21.00 , £11.56 ,47, £987.00 , £543.32 ,52.27%, £443.68 ,45%
4770,03/29/20,202003,372,MS05-XL-Blue, £22.00 , £4.97 ,29, £638.00 , £144.13 ,8.33%, £493.87 ,77%
4771,03/29/20,202003,357,MS10-S-Red, £20.00 , £7.20 ,40, £800.00 , £288.00 ,0.00%, £512.00 ,64%
4772,03/30/20,202003,249,MP09-36-Red, £37.00 , £16.79 ,32," £1,184.00 ", £537.28 ,32.73%, £646.72 ,55%
4773,03/30/20,202003,166,MJ01-L-Yellow, £47.00 , £20.48 ,46," £2,162.00 ", £942.08 ,25.40%," £1,219.92 ",56%
4774,03/30/20,202003,197,MP03-32-Green, £52.00 , £21.87 ,48," £2,496.00 "," £1,049.76 ",5.45%," £1,446.24 ",58%
4775,03/30/20,202003,686,MS01-XL-Black, £10.00 , £6.52 ,28, £280.00 , £182.56 ,52.38%, £97.44 ,35%
4776,03/30/20,202003,394,MP03-36-Red, £38.00 , £14.88 ,16, £608.00 , £238.08 ,30.91%, £369.92 ,61%
4777,03/30/20,202003,505,MS05-M-Black, £11.00 , £5.74 ,4, £44.00 , £22.96 ,56.00%, £21.04 ,48%
4778,03/30/20,202003,212,MP03-33-Blue, £50.00 , £13.69 ,4, £200.00 , £54.76 ,5.66%, £145.24 ,73%
4779,03/30/20,202003,78,WH02-XS-Orange, £38.00 , £17.99 ,14, £532.00 , £251.86 ,15.56%, £280.14 ,53%
4780,03/31/20,202003,28,MH07-L-Gray, £38.00 , £13.21 ,47," £1,786.00 ", £620.87 ,13.64%," £1,165.13 ",65%
4781,03/31/20,202003,673,MP12-34-Red, £42.00 , £23.92 ,26," £1,092.00 ", £621.92 ,16.00%, £470.08 ,43%
4782,03/31/20,202003,512,MSH08-34-Blue, £26.00 , £14.66 ,24, £624.00 , £351.84 ,38.10%, £272.16 ,44%
4783,03/31/20,202003,377,MH02-XL-Red, £42.00 , £17.63 ,21, £882.00 , £370.23 ,6.67%, £511.77 ,58%
4784,03/31/20,202003,509,MP09-33-Blue, £34.00 , £24.39 ,50," £1,700.00 "," £1,219.50 ",34.62%, £480.50 ,28%
4785,03/31/20,202003,779,MS07-S-Pink, £5.00 , £6.16 ,26, £130.00 , £160.16 ,79.17%,-£30.16 ,-23%
4786,04/01/20,202004,615,MH09-XL-Red, £40.00 , £10.60 ,38," £1,520.00 ", £402.80 ,0.00%," £1,117.20 ",74%
4787,04/01/20,202004,404,MS05-S-Pink, £5.00 , £4.02 ,46, £230.00 , £184.92 ,78.26%, £45.08 ,20%
4788,04/01/20,202004,752,MJ09-XS-White, £54.00 , £33.49 ,24," £1,296.00 ", £803.76 ,15.63%, £492.24 ,38%
4789,04/02/20,202004,205,MSH06-33-Red, £37.00 , £19.55 ,12, £444.00 , £234.60 ,15.91%, £209.40 ,47%
4790,04/02/20,202004,46,MSH03-36-Black, £37.00 , £17.20 ,23, £851.00 , £395.60 ,17.78%, £455.40 ,54%
4791,04/02/20,202004,606,MSH03-32-Pink, £39.00 , £13.24 ,11, £429.00 , £145.64 ,13.33%, £283.36 ,66%
4792,04/02/20,202004,44,MP02-33-Red, £50.00 , £19.34 ,26," £1,300.00 ", £502.84 ,3.85%, £797.16 ,61%
4793,04/02/20,202004,667,MP07-34-Purple, £42.00 , £18.58 ,35," £1,470.00 ", £650.30 ,20.75%, £819.70 ,56%
4794,04/02/20,202004,305,MJ10-S-Red, £59.00 , £20.06 ,38," £2,242.00 ", £762.28 ,0.00%," £1,479.72 ",66%
4795,04/03/20,202004,247,MJ07-M-Black, £63.00 , £25.37 ,23," £1,449.00 ", £583.51 ,0.00%, £865.49 ,60%
4796,04/03/20,202004,393,MT04-L-Blue, £17.00 , £9.86 ,20, £340.00 , £197.20 ,29.17%, £142.80 ,42%
4797,04/03/20,202004,513,MP02-36-Gray, £49.00 , £28.47 ,16, £784.00 , £455.52 ,2.00%, £328.48 ,42%
4798,04/04/20,202004,415,MP05-33-Blue, £55.00 , £20.53 ,36," £1,980.00 ", £739.08 ,0.00%," £1,240.92 ",63%
4799,04/04/20,202004,601,WH09-M-Green, £22.00 , £11.44 ,43, £946.00 , £491.92 ,51.11%, £454.08 ,48%
4800,04/05/20,202004,276,MJ03-S-Black, £64.00 , £22.88 ,43," £2,752.00 ", £983.84 ,0.00%," £1,768.16 ",64%
4801,04/05/20,202004,549,MS10-XS-Black, £13.00 , £7.19 ,20, £260.00 , £143.80 ,43.48%, £116.20 ,45%
4802,04/05/20,202004,284,WH08-S-White, £32.00 , £16.23 ,7, £224.00 , £113.61 ,27.27%, £110.39 ,49%
4803,04/05/20,202004,620,MJ06-L-Green, £60.00 , £20.12 ,37," £2,220.00 ", £744.44 ,7.69%," £1,475.56 ",66%
4804,04/05/20,202004,368,MJ09-M-Yellow, £45.00 , £26.40 ,19, £855.00 , £501.60 ,29.69%, £353.40 ,41%
4805,04/05/20,202004,722,MH09-XL-Red, £27.00 , £10.60 ,8, £216.00 , £84.80 ,32.50%, £131.20 ,61%
4806,04/05/20,202004,786,MJ02-S-Red, £59.00 , £32.45 ,20," £1,180.00 ", £649.00 ,0.00%, £531.00 ,45%
4807,04/05/20,202004,246,MJ09-XS-Blue, £40.00 , £17.53 ,33," £1,320.00 ", £578.49 ,34.43%, £741.51 ,56%
4808,04/05/20,202004,701,MJ01-XS-Orange, £61.00 , £28.60 ,33," £2,013.00 ", £943.80 ,3.17%," £1,069.20 ",53%
4809,04/05/20,202004,484,MT07-XL-Gray, £23.00 , £8.20 ,31, £713.00 , £254.20 ,8.00%, £458.80 ,64%
4810,04/05/20,202004,85,MT08-XL-Green, £17.00 , £8.35 ,32, £544.00 , £267.20 ,26.09%, £276.80 ,51%
4811,04/05/20,202004,522,MSH12-34-Gray, £27.00 , £17.28 ,11, £297.00 , £190.08 ,38.64%, £106.92 ,36%
4812,04/06/20,202004,121,MH08-S-Brown, £29.00 , £13.22 ,24, £696.00 , £317.28 ,35.56%, £378.72 ,54%
4813,04/06/20,202004,451,MS07-XL-Black, £8.00 , £2.88 ,29, £232.00 , £83.52 ,46.67%, £148.48 ,64%
4814,04/06/20,202004,540,MSH06-33-Gray, £39.00 , £14.43 ,37," £1,443.00 ", £533.91 ,0.00%, £909.09 ,63%
4815,04/06/20,202004,405,WH08-S-Pink, £21.00 , £12.78 ,3, £63.00 , £38.34 ,38.24%, £24.66 ,39%
4816,04/06/20,202004,475,MH06-XS-Purple, £31.00 , £16.79 ,33," £1,023.00 ", £554.07 ,29.55%, £468.93 ,46%
4817,04/06/20,202004,548,MJ11-XL-Red, £51.00 , £23.76 ,21," £1,071.00 ", £498.96 ,21.54%, £572.04 ,53%
4818,04/06/20,202004,722,MJ03-XL-Green, £55.00 , £27.41 ,1, £55.00 , £27.41 ,9.84%, £27.59 ,50%
4819,04/06/20,202004,18,WH01-XL-Purple, £42.00 , £17.92 ,36," £1,512.00 ", £645.12 ,2.33%, £866.88 ,57%
